T03,International migrants and refugees,,,,,Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2005,International migrant stock: Both sexes (number),191615574.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2005,International migrant stock: Both sexes (% total population),2.9290,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2005,International migrant stock: Male (% total Population),2.9686,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2005,International migrant stock: Female (% total Population),2.8888,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2010,International migrant stock: Both sexes (number),220781909.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2010,International migrant stock: Both sexes (% total population),3.1736,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2010,International migrant stock: Male (% total Population),3.2517,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2010,International migrant stock: Female (% total Population),3.0941,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2015,International migrant stock: Both sexes (number),248861296.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2015,International migrant stock: Both sexes (% total population),3.3722,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2015,International migrant stock: Male (% total Population),3.4634,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2015,International migrant stock: Female (% total Population),3.2794,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2015,Total refugees and people in refugee-like situations (number),15097633.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2015,"Asylum seekers, including pending cases (number)",2343919.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2015,Other of concern to UNHCR (number),40518150.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2015,Total population of concern to UNHCR (number),57959702.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2019,International migrant stock: Both sexes (number),271642105.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2019,International migrant stock: Both sexes (% total population),3.5217,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2019,International migrant stock: Male (% total Population),3.6381,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2019,International migrant stock: Female (% total Population),3.4032,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
1,"Total, all countries or areas",2019,Total refugees and people in refugee-like situations (number),20231932.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2019,"Asylum seekers, including pending cases (number)",3727291.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2019,Other of concern to UNHCR (number),55432149.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
1,"Total, all countries or areas",2019,Total population of concern to UNHCR (number),79391372.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2005,International migrant stock: Both sexes (number),15969835.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2005,International migrant stock: Both sexes (% total population),1.7431,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2005,International migrant stock: Male (% total Population),1.8979,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2005,International migrant stock: Female (% total Population),1.5894,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2010,International migrant stock: Both sexes (number),17804198.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2010,International migrant stock: Both sexes (% total population),1.7131,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2010,International migrant stock: Male (% total Population),1.8412,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2010,International migrant stock: Female (% total Population),1.5856,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2015,International migrant stock: Both sexes (number),23476251.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2015,International migrant stock: Both sexes (% total population),1.9854,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2015,International migrant stock: Male (% total Population),2.1186,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2015,International migrant stock: Female (% total Population),1.8526,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2015,Total refugees and people in refugee-like situations (number),4493139.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2015,"Asylum seekers, including pending cases (number)",1044031.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2015,Other of concern to UNHCR (number),11530138.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2015,Total population of concern to UNHCR (number),17067308.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2019,International migrant stock: Both sexes (number),26529334.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2019,International migrant stock: Both sexes (% total population),2.0281,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2019,International migrant stock: Male (% total Population),2.1516,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2019,International migrant stock: Female (% total Population),1.9049,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
2,Africa,2019,Total refugees and people in refugee-like situations (number),6662807.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2019,"Asylum seekers, including pending cases (number)",603498.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2019,Other of concern to UNHCR (number),22807473.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
2,Africa,2019,Total population of concern to UNHCR (number),30073778.0000,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2020."
15,Northern Africa,2005,International migrant stock: Both sexes (number),1747369.0000,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2005,International migrant stock: Both sexes (% total population),0.9373,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2005,International migrant stock: Male (% total Population),1.1152,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2005,International migrant stock: Female (% total Population),0.7576,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2010,International migrant stock: Both sexes (number),1948262.0000,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2010,International migrant stock: Both sexes (% total population),0.9600,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2010,International migrant stock: Male (% total Population),1.1326,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2010,International migrant stock: Female (% total Population),0.7861,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2015,International migrant stock: Both sexes (number),2138918.0000,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2015,International migrant stock: Both sexes (% total population),0.9555,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2015,International migrant stock: Male (% total Population),1.1327,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2015,International migrant stock: Female (% total Population),0.7766,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2019,International migrant stock: Both sexes (number),2955849.0000,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2019,International migrant stock: Both sexes (% total population),1.2225,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2019,International migrant stock: Male (% total Population),1.3787,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
15,Northern Africa,2019,International migrant stock: Female (% total Population),1.0648,Excluding Sudan.,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2005,International migrant stock: Both sexes (number),14222466.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2005,International migrant stock: Both sexes (% total population),1.9490,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2005,International migrant stock: Male (% total Population),2.1000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2005,International migrant stock: Female (% total Population),1.7996,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2010,International migrant stock: Both sexes (number),15855936.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2010,International migrant stock: Both sexes (% total population),1.8958,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2010,International migrant stock: Male (% total Population),2.0146,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2010,International migrant stock: Female (% total Population),1.7780,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2015,International migrant stock: Both sexes (number),21337333.0000,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2015,International migrant stock: Both sexes (% total population),2.2259,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
202,Sub-Saharan Africa,2015,International migrant stock: Male (% total Population),2.3506,,"United Nations Population Division, New York, International migrant stock: The 2019 Revision, last accessed January 2020."
